epochMean,epochStart,epochEnd,epochRange,constellation,satID,obsType,arcNo,arcType,azimStart,azimEnd,azimMean,elevStart,elevEnd,elevRange,h,peakAmp,meanAmp,PBNR
2022-01-01 00:04:30.000000,2022-01-01 00:00:00,2022-01-01 00:09:00,540.0,C,C22,S6I,1,-1,144.5034995889377,147.46250612789996,145.99110048005707,2.769520674260122,2.004586354587425,0.764934319672697,9.999999999999998,4.700944806781039,1.337859876911299,3.513779647562235
2022-01-01 00:07:45.000000,2022-01-01 00:00:00,2022-01-01 00:15:30,930.0,G,G31,S2X,1,1,220.56027342925609,225.7130842725802,223.0718269062706,11.682271405863688,14.972761530061408,3.2904901241977207,4.45,5.271003742530448,2.527959146146158,2.085082644854458
2022-01-01 00:09:30.000000,2022-01-01 00:00:00,2022-01-01 00:19:00,1140.0,R,R04,S2C,1,1,131.69659003605494,140.85627614679012,136.27179777251007,9.081484064549645,9.966862931970583,0.885378867420938,9.990000000000009,4.822829805014946,1.6801334248608757,2.8705040526256433
2022-01-01 00:09:30.000000,2022-01-01 00:00:00,2022-01-01 00:19:00,1140.0,R,R04,S2P,1,1,131.69659003605494,140.85627614679012,136.27179777251007,9.081484064549645,9.966862931970583,0.885378867420938,9.530000000000008,2.867685349946779,1.0906931708298637,2.6292319660944377
2022-01-01 00:15:02.950819,2022-01-01 00:00:00,2022-01-01 00:32:00,1920.0,G,G06,S2X,1,-1,136.574848977354,133.47434327912418,135.34420197064583,14.404589239420561,2.286070017841114,12.118519221579447,4.539999999999999,14.748045532835551,3.0543872135725083,4.8284793320574995
2022-01-01 00:19:45.000000,2022-01-01 00:05:00,2022-01-01 00:34:30,1770.0,R,R12,S2C,1,1,206.6110681411819,209.04767036161792,207.5134700847173,2.078781654282884,14.958271763510739,12.879490109227856,4.44,15.007896464747459,2.742342128177656,5.472656496992417
2022-01-01 00:19:45.000000,2022-01-01 00:05:00,2022-01-01 00:34:30,1770.0,R,R12,S2P,1,1,206.6110681411819,209.04767036161792,207.5134700847173,2.078781654282884,14.958271763510739,12.879490109227856,4.470000000000001,12.12887929141859,2.213456258996069,5.47961101201961
2022-01-01 00:47:45.000000,2022-01-01 00:19:30,2022-01-01 01:16:00,3390.0,R,R04,S2C,2,-1,141.09698399460265,165.46962959679323,153.89352414700758,9.965626488337904,2.001875408994416,7.963751079343488,4.52,17.738064997837213,4.00412474414286,4.42994814878933
2022-01-01 00:47:45.000000,2022-01-01 00:19:30,2022-01-01 01:16:00,3390.0,R,R04,S2P,2,-1,141.09698399460265,165.46962959679323,153.89352414700758,9.965626488337904,2.001875408994416,7.963751079343488,4.529999999999999,17.193601094281384,3.48619939395426,4.931904102817066
2022-01-01 01:17:58.260869,2022-01-01 01:00:30,2022-01-01 01:35:00,2070.0,G,G26,S2X,1,1,220.42156374353868,222.36902190406704,221.074836263231,2.48317853369971,14.93606175803445,12.452883224334741,4.51,11.614979093816403,1.9838980768430834,5.85462490709148
