epochMean,epochStart,epochEnd,epochRange,constellation,satID,obsType,arcNo,arcType,azimStart,azimEnd,azimMean,elevStart,elevEnd,elevRange,h,peakAmp,meanAmp,PBNR
2022-01-01 00:04:15.000000,2022-01-01 00:00:00,2022-01-01 00:08:30,510.0,C,C22,S1X,1,-1,144.5034995889377,147.30089364276407,145.90935560325892,2.769520674260122,2.0535428954495054,0.7159777788106165,10.0,5.81437684550828,2.0356614175332095,2.8562592951012813
2022-01-01 00:04:30.000000,2022-01-01 00:00:00,2022-01-01 00:09:00,540.0,C,C22,S2I,1,-1,144.5034995889377,147.46250612789996,145.99110048005707,2.769520674260122,2.004586354587425,0.764934319672697,10.0,4.260417788499421,1.0838781930498331,3.9307163995166206
2022-01-01 00:07:45.000000,2022-01-01 00:00:00,2022-01-01 00:15:30,930.0,G,G31,S1C,1,1,220.56027342925609,225.7130842725802,223.0718269062706,11.682271405863688,14.972761530061408,3.2904901241977207,7.68,4.289291474709074,2.0334755745796276,2.109340052238288
2022-01-01 00:09:30.000000,2022-01-01 00:00:00,2022-01-01 00:19:00,1140.0,R,R04,S1C,1,1,131.69659003605494,140.85627614679012,136.27179777251007,9.081484064549645,9.966862931970583,0.885378867420938,9.999999999999991,3.7757821132001794,1.3388356779388058,2.8201983076916175
2022-01-01 00:09:30.000000,2022-01-01 00:00:00,2022-01-01 00:19:00,1140.0,R,R04,S1P,1,1,131.69659003605494,140.85627614679012,136.27179777251007,9.081484064549645,9.966862931970583,0.885378867420938,9.999999999999991,1.77110505555678,0.5580768534407776,3.173586298441111
2022-01-01 00:15:33.809523,2022-01-01 00:00:00,2022-01-01 00:32:00,1920.0,G,G06,S1C,1,-1,136.574848977354,133.47434327912418,135.28806295024447,14.404589239420561,2.286070017841114,12.118519221579447,4.66,6.477690446021547,1.2330499441099914,5.253388540313432
2022-01-01 00:19:45.000000,2022-01-01 00:05:00,2022-01-01 00:34:30,1770.0,R,R12,S1C,1,1,206.6110681411819,209.04767036161792,207.5134700847173,2.078781654282884,14.958271763510739,12.879490109227856,4.750000000000001,18.588378551879128,4.160283206617281,4.468056050201762
2022-01-01 00:19:45.000000,2022-01-01 00:05:00,2022-01-01 00:34:30,1770.0,R,R12,S1P,1,1,206.6110681411819,209.04767036161792,207.5134700847173,2.078781654282884,14.958271763510739,12.879490109227856,4.73,13.017650950429099,3.325258241382051,3.914778945113951
2022-01-01 00:47:45.000000,2022-01-01 00:19:30,2022-01-01 01:16:00,3390.0,R,R04,S1C,2,-1,141.09698399460265,165.46962959679323,153.89352414700758,9.965626488337904,2.001875408994416,7.963751079343488,4.499999999999999,19.436430689431337,4.0075218424111405,4.849987462011519
2022-01-01 00:47:45.000000,2022-01-01 00:19:30,2022-01-01 01:16:00,3390.0,R,R04,S1P,2,-1,141.09698399460265,165.46962959679323,153.89352414700758,9.965626488337904,2.001875408994416,7.963751079343488,4.52,16.929974908929,3.0252841755422644,5.596160203989565
2022-01-01 01:17:58.260869,2022-01-01 01:00:30,2022-01-01 01:35:00,2070.0,G,G26,S1C,1,1,220.42156374353868,222.36902190406704,221.074836263231,2.48317853369971,14.93606175803445,12.452883224334741,4.66,5.706761510467427,1.4985752683777487,3.808124710776231
2022-01-01 01:45:45.000000,2022-01-01 01:40:30,2022-01-01 01:51:00,630.0,E,E09,S1X,1,1,130.09144759650596,133.45165453882538,131.77440006144906,7.017746143161241,7.1739171300724776,0.15617098691123665,9.990000000000006,0.06686214568436222,0.02216973660053287,3.015919714750022
2022-01-01 01:54:15.000000,2022-01-01 01:51:30,2022-01-01 01:57:00,330.0,G,G31,S1C,2,-1,267.4703116406463,269.79647919913896,268.63680992796395,14.95317836607179,13.944406475768185,1.0087718903036045,7.1099999999999985,2.888198655538598,1.5486722367392296,1.8649515288139837
2022-01-01 02:05:33.925233,2022-01-01 01:39:00,2022-01-01 02:33:00,3240.0,C,C21,S1X,2,-1,136.24131408488333,149.31779591594042,143.41249509237502,14.977435631346873,2.0854674893278795,12.891968142018994,4.66,6.8590187331124834,1.2876798220023846,5.326649230587836
2022-01-01 02:06:00.000000,2022-01-01 01:39:00,2022-01-01 02:33:00,3240.0,C,C21,S2I,2,-1,136.24131408488333,149.31779591594042,143.50948846777598,14.977435631346873,2.0854674893278795,12.891968142018994,4.7,7.482700488741219,1.6696670164924927,4.481552557982668
2022-01-01 02:06:30.000000,2022-01-01 01:55:30,2022-01-01 02:17:30,1320.0,R,R13,S1C,1,1,203.31904628990614,210.20184213746023,206.57133356003948,7.681941669812222,14.987429709979441,7.305488040167219,3.3099999999999987,2.0381396185502187,0.7751269322661771,2.6294269153975485
2022-01-01 02:11:45.000000,2022-01-01 01:48:00,2022-01-01 02:35:30,2850.0,C,C27,S1X,1,1,264.2892655794532,250.39859660228439,257.29700957065273,2.5135108313570007,14.871292750828344,12.357781919471343,4.71,5.17394627089798,1.3781742253313423,3.7542033335110836
2022-01-01 02:11:45.000000,2022-01-01 01:48:00,2022-01-01 02:35:30,2850.0,C,C27,S2I,1,1,264.2892655794532,250.39859660228439,257.29700957065273,2.5135108313570007,14.871292750828344,12.357781919471343,4.71,8.818916940040474,1.9485771228054884,4.525823913678781
2022-01-01 02:15:45.000000,2022-01-01 02:14:00,2022-01-01 02:17:30,210.0,R,R13,S1P,1,1,208.95037477446112,210.20184213746023,209.57181836769465,13.921301232932905,14.987429709979441,1.0661284770465365,6.0199999999999925,1.4110960731683269,0.6408727914960581,2.2018348912492507
2022-01-01 02:16:00.000000,2022-01-01 01:57:30,2022-01-01 02:34:30,2220.0,E,E21,S1X,1,1,213.5885536942136,218.80087809393476,215.8624706788848,5.222433742626714,14.973400418285856,9.750966675659143,4.74,6.9224370485352145,1.6837745565495383,4.111261226515362
2022-01-01 02:19:45.000000,2022-01-01 01:39:30,2022-01-01 03:00:00,4830.0,C,C46,S1X,1,1,210.71670438347775,236.3301342479959,222.4736363287767,2.295962410771987,12.594734253532868,10.298771842760882,4.66,5.937733526013863,1.3442041579139572,4.417285492724937
2022-01-01 02:19:45.000000,2022-01-01 01:39:30,2022-01-01 03:00:00,4830.0,C,C46,S2I,1,1,210.71670438347775,236.3301342479959,222.4736363287767,2.295962410771987,12.594734253532868,10.298771842760882,4.669999999999999,7.606406804021382,1.763723398717117,4.312698243700837
2022-01-01 02:21:45.000000,2022-01-01 01:51:30,2022-01-01 02:52:00,3630.0,E,E09,S1X,2,-1,133.61062150355463,150.94052335103342,142.66759895846215,7.173625973313731,2.058492045977608,5.115133927336123,4.56,14.973667546049263,3.1651149766847073,4.730844742244845
2022-01-01 02:32:19.342105,2022-01-01 02:13:30,2022-01-01 02:51:30,2280.0,R,R05,S1C,2,-1,149.98761266946093,161.3750801380958,156.17482934198262,14.893498259859786,2.112748605783153,12.780749654076633,4.63,17.531734314392708,3.352289972232509,5.22977858705856
2022-01-01 02:32:19.342105,2022-01-01 02:13:30,2022-01-01 02:51:30,2280.0,R,R05,S1P,2,-1,149.98761266946093,161.3750801380958,156.17482934198262,14.893498259859786,2.112748605783153,12.780749654076633,4.61,12.94156168471723,2.3864321985388575,5.4229748042458406
2022-01-01 02:44:36.666666,2022-01-01 02:25:30,2022-01-01 03:02:30,2220.0,G,G16,S1C,1,1,214.61651722759308,219.6359221857844,216.78763989433247,2.355226694801075,14.896977391632191,12.541750696831116,4.760000000000002,5.019766738307752,1.1903376619623727,4.21709477799118
2022-01-01 02:49:45.000000,2022-01-01 02:32:30,2022-01-01 03:07:00,2070.0,G,G20,S1C,2,-1,136.60994217830532,136.52784870912276,136.86967700597228,14.961283585541421,2.203072434069346,12.758211151472075,4.73,7.931141921322092,1.4889930118152404,5.326513864328476
2022-01-01 03:43:45.000000,2022-01-01 03:00:30,2022-01-01 04:27:00,5190.0,C,C46,S1X,2,-1,236.5199769371706,268.0258338030584,252.69079954583208,12.594280488171835,2.0119054251601978,10.582375063011638,4.57,5.263084859311906,1.2533195879847983,4.199315888595003
2022-01-01 03:43:45.000000,2022-01-01 03:00:30,2022-01-01 04:27:00,5190.0,C,C46,S2I,2,-1,236.5199769371706,268.0258338030584,252.69079954583208,12.594280488171835,2.0119054251601978,10.582375063011638,4.67,7.119908507871257,1.6959444187731387,4.198196844812792
2022-01-01 03:49:00.000000,2022-01-01 03:31:30,2022-01-01 04:06:30,2100.0,G,G27,S1C,1,1,229.05203838138712,225.11224812041007,226.84518449959103,2.3187917040366086,14.966985065270373,12.648193361233766,4.81,6.241156716374474,1.303792631907551,4.786924364837966
2022-01-01 03:54:45.000000,2022-01-01 03:26:00,2022-01-01 04:23:30,3450.0,R,R14,S1C,1,1,196.00460926616202,220.67641577381494,207.72118192966897,2.0600163385676167,9.972146939253388,7.912130600685772,4.71,13.128245051535442,3.8008044872555717,3.454070077941549
2022-01-01 03:54:45.000000,2022-01-01 03:26:00,2022-01-01 04:23:30,3450.0,R,R14,S1P,1,1,196.00460926616202,220.67641577381494,207.72118192966897,2.0600163385676167,9.972146939253388,7.912130600685772,4.7,13.260374467452884,3.2315035224739277,4.103468981306014
